ip,eventtimestamp,devicetype,event_type,product_type,userid,globalseq,prevglobalseq
66.249.1.198,1661891666611,tablet,add_to_cart,cell phones,17944903,3067684,3067683
66.249.1.198,1661891666611,tablet,remove_from_cart,cell phones,17944903,3067685,3067684
66.249.1.198,1661891666611,tablet,product_detail,soundbars,17944903,3067686,3067685
66.249.1.198,1661891666611,tablet,add_to_cart,soundbars,17944903,3067687,3067686
66.249.1.198,1661891666611,tablet,product_catalog,N/A,17944903,3067688,3067687
66.249.1.198,1661891666611,tablet,product_detail,soundbars,17944903,3067689,3067688
66.249.1.198,1661891666611,tablet,product_catalog,N/A,17944903,3067690,3067689
66.249.1.198,1661891666611,tablet,product_detail,cd players,17944903,3067691,3067690
66.249.1.198,1661891666611,tablet,add_to_cart,cd players,17944903,3067692,3067691
66.249.1.198,1661891666611,tablet,remove_from_cart,cd players,17944903,3067693,3067692
66.249.1.198,1661891666611,tablet,product_catalog,N/A,17944903,3067694,3067693
66.249.1.198,1661891666611,tablet,product_detail,soundbars,17944903,3067695,3067694
66.249.1.198,1661891666611,tablet,product_catalog,N/A,17944903,3067696,3067695
66.249.1.198,1661891666611,tablet,home_page,N/A,17944903,3067697,3067696
66.249.1.198,1661891666611,tablet,product_catalog,N/A,17944903,3067698,3067697
66.249.1.198,1661891666611,tablet,product_detail,cameras,17944903,3067699,3067698
66.249.1.198,1661891666611,tablet,add_to_cart,cameras,17944903,3067700,3067699
66.249.1.198,1661891666611,tablet,product_catalog,N/A,17944903,3067701,3067700
66.249.1.198,1661891666611,tablet,home_page,N/A,17944903,3067702,3067701
66.249.1.198,1661891666611,tablet,product_catalog,N/A,17944903,3067703,3067702
66.249.1.198,1661891666611,tablet,home_page,N/A,17944903,3067704,3067703
66.249.1.198,1661891666611,tablet,product_catalog,N/A,17944903,3067705,3067704
66.249.1.198,1661891666611,tablet,home_page,N/A,17944903,3067706,3067705
66.249.1.198,1661891666611,tablet,product_catalog,N/A,17944903,3067707,3067706
66.249.1.198,1661891666611,tablet,home_page,N/A,17944903,3067708,3067707
66.249.1.198,1661891666611,tablet,product_catalog,N/A,17944903,3067709,3067708
66.249.1.198,1661891666611,tablet,home_page,N/A,17944903,3067710,3067709
66.249.1.198,1661891666611,tablet,product_catalog,N/A,17944903,3067711,3067710
66.249.1.198,1661891666611,tablet,home_page,N/A,17944903,3067712,3067711
66.249.1.198,1661891666611,tablet,product_catalog,N/A,17944903,3067713,3067712
66.249.1.198,1661891666611,tablet,home_page,N/A,17944903,3067714,3067713
66.249.1.198,1661891666611,tablet,product_catalog,N/A,17944903,3067715,3067714
66.249.1.198,1661891666611,tablet,home_page,N/A,17944903,3067716,3067715
66.249.1.198,1661891666611,tablet,product_catalog,N/A,17944903,3067717,3067716
66.249.1.198,1661891666611,tablet,home_page,N/A,17944903,3067718,3067717
66.249.1.198,1661891666611,tablet,product_catalog,N/A,17944903,3067719,3067718
66.249.1.198,1661891666611,tablet,home_page,N/A,17944903,3067720,3067719
66.249.1.198,1661891666611,tablet,product_catalog,N/A,17944903,3067721,3067720
66.249.1.198,1661891666611,tablet,product_detail,laptops,17944903,3067722,3067721
66.249.1.198,1661891666611,tablet,add_to_cart,laptops,17944903,3067723,3067722
66.249.1.198,1661891666611,tablet,order,laptops,17944903,3067724,3067723
66.249.1.198,1661891666611,tablet,order_checkout,laptops,17944903,3067725,3067724
66.249.1.198,1661891666611,tablet,,,17944903,3067726,3067725
66.249.1.119,1661891666645,tablet,home_page,N/A,17945022,3067727,3067633
66.249.1.119,1661891666645,tablet,product_catalog,N/A,17945022,3067728,3067727
66.249.1.119,1661891666645,tablet,product_detail,laptops,17945022,3067729,3067728
66.249.1.119,1661891666645,tablet,add_to_cart,laptops,17945022,3067730,3067729
66.249.1.119,1661891666645,tablet,order,laptops,17945022,3067731,3067730
66.249.1.119,1661891666645,tablet,remove_from_cart,laptops,17945022,3067732,3067731
66.249.1.119,1661891666645,tablet,product_detail,AirPods,17945022,3067733,3067732
66.249.1.162,1661891666650,computer,home_page,N/A,17946368,3067754,3067263
66.249.1.119,1661891666645,tablet,product_catalog,N/A,17945022,3067734,3067733
66.249.1.119,1661891666645,tablet,product_detail,ear phones,17945022,3067735,3067734
66.249.1.119,1661891666645,tablet,add_to_cart,ear phones,17945022,3067736,3067735
66.249.1.119,1661891666645,tablet,product_catalog,N/A,17945022,3067737,3067736
66.249.1.119,1661891666645,tablet,product_detail,cell phones,17945022,3067738,3067737
66.249.1.119,1661891666645,tablet,add_to_cart,cell phones,17945022,3067739,3067738
66.249.1.119,1661891666645,tablet,order,cell phones,17945022,3067740,3067739
66.249.1.119,1661891666645,tablet,product_catalog,N/A,17945022,3067741,3067740
66.249.1.119,1661891666645,tablet,product_detail,laptops,17945022,3067742,3067741
66.249.1.119,1661891666645,tablet,add_to_cart,laptops,17945022,3067743,3067742
66.249.1.119,1661891666645,tablet,order,laptops,17945022,3067744,3067743
66.249.1.119,1661891666645,tablet,remove_from_cart,laptops,17945022,3067745,3067744
66.249.1.119,1661891666645,tablet,product_catalog,N/A,17945022,3067746,3067745
66.249.1.119,1661891666645,tablet,product_detail,laptops,17945022,3067747,3067746
66.249.1.119,1661891666645,tablet,add_to_cart,laptops,17945022,3067748,3067747
66.249.1.119,1661891666645,tablet,product_catalog,N/A,17945022,3067749,3067748
66.249.1.119,1661891666645,tablet,product_detail,soundbars,17945022,3067750,3067749
66.249.1.119,1661891666645,tablet,add_to_cart,soundbars,17945022,3067751,3067750
66.249.1.119,1661891666645,tablet,remove_from_cart,soundbars,17945022,3067752,3067751
66.249.1.119,1661891666645,tablet,,,17945022,3067753,3067752
66.249.1.162,1661891666650,computer,product_catalog,N/A,17946368,3067755,3067754
66.249.1.162,1661891666651,computer,product_detail,cd players,17946368,3067756,3067755
66.249.1.140,1661891666652,mobile,home_page,N/A,17947918,3067782,3067462
66.249.1.140,1661891666652,mobile,product_catalog,N/A,17947918,3067783,3067782
66.249.1.140,1661891666652,mobile,product_detail,video games,17947918,3067784,3067783
66.249.1.140,1661891666652,mobile,product_catalog,N/A,17947918,3067785,3067784
66.249.1.140,1661891666652,mobile,product_detail,laptops,17947918,3067786,3067785
66.249.1.140,1661891666652,mobile,product_catalog,N/A,17947918,3067787,3067786
66.249.1.140,1661891666652,mobile,product_detail,video games,17947918,3067788,3067787
66.249.1.140,1661891666652,mobile,add_to_cart,video games,17947918,3067789,3067788
66.249.1.140,1661891666652,mobile,order,video games,17947918,3067790,3067789
66.249.1.140,1661891666652,mobile,product_catalog,N/A,17947918,3067791,3067790
66.249.1.140,1661891666652,mobile,home_page,N/A,17947918,3067792,3067791
66.249.1.140,1661891666652,mobile,product_catalog,N/A,17947918,3067793,3067792
66.249.1.140,1661891666652,mobile,home_page,N/A,17947918,3067794,3067793
66.249.1.140,1661891666652,mobile,product_catalog,N/A,17947918,3067795,3067794
66.249.1.140,1661891666652,mobile,product_detail,cell phones,17947918,3067796,3067795
66.249.1.140,1661891666652,mobile,add_to_cart,cell phones,17947918,3067797,3067796
66.249.1.140,1661891666652,mobile,order,cell phones,17947918,3067798,3067797
66.249.1.140,1661891666652,mobile,order_checkout,cell phones,17947918,3067799,3067798
66.249.1.140,1661891666652,mobile,,,17947918,3067800,3067799
66.249.1.162,1661891666651,computer,add_to_cart,cd players,17946368,3067757,3067756
66.249.1.162,1661891666651,computer,remove_from_cart,cd players,17946368,3067758,3067757
66.249.1.162,1661891666651,computer,product_detail,AirPods,17946368,3067759,3067758
66.249.1.162,1661891666651,computer,product_catalog,N/A,17946368,3067760,3067759
66.249.1.162,1661891666651,computer,product_detail,soundbars,17946368,3067761,3067760
66.249.1.162,1661891666651,computer,add_to_cart,soundbars,17946368,3067762,3067761
66.249.1.162,1661891666651,computer,remove_from_cart,soundbars,17946368,3067763,3067762
66.249.1.162,1661891666651,computer,product_detail,AirPods,17946368,3067764,3067763
66.249.1.162,1661891666651,computer,add_to_cart,AirPods,17946368,3067765,3067764
66.249.1.162,1661891666651,computer,product_catalog,N/A,17946368,3067766,3067765
66.249.1.162,1661891666651,computer,product_detail,cd players,17946368,3067767,3067766
66.249.1.162,1661891666651,computer,product_catalog,N/A,17946368,3067768,3067767
66.249.1.162,1661891666651,computer,home_page,N/A,17946368,3067769,3067768
66.249.1.162,1661891666651,computer,product_catalog,N/A,17946368,3067770,3067769
66.249.1.162,1661891666651,computer,product_detail,AirPods,17946368,3067771,3067770
66.249.1.162,1661891666651,computer,product_catalog,N/A,17946368,3067772,3067771
66.249.1.162,1661891666651,computer,product_detail,ear phones,17946368,3067773,3067772
66.249.1.162,1661891666651,computer,product_catalog,N/A,17946368,3067774,3067773
66.249.1.162,1661891666651,computer,home_page,N/A,17946368,3067775,3067774
66.249.1.162,1661891666651,computer,product_catalog,N/A,17946368,3067776,3067775
66.249.1.162,1661891666651,computer,product_detail,AirPods,17946368,3067777,3067776
66.249.1.162,1661891666651,computer,add_to_cart,AirPods,17946368,3067778,3067777
66.249.1.162,1661891666651,computer,order,AirPods,17946368,3067779,3067778
66.249.1.162,1661891666651,computer,remove_from_cart,AirPods,17946368,3067780,3067779
66.249.1.162,1661891666651,computer,,,17946368,3067781,3067780
66.249.1.131,1661891666804,tablet,home_page,N/A,17948548,3067801,3067657
66.249.1.131,1661891666804,tablet,product_catalog,N/A,17948548,3067802,3067801
66.249.1.131,1661891666804,tablet,home_page,N/A,17948548,3067803,3067802
66.249.1.131,1661891666804,tablet,product_catalog,N/A,17948548,3067804,3067803
66.249.1.131,1661891666804,tablet,home_page,N/A,17948548,3067805,3067804
66.249.1.131,1661891666804,tablet,product_catalog,N/A,17948548,3067806,3067805
66.249.1.131,1661891666804,tablet,product_detail,video games,17948548,3067807,3067806
66.249.1.131,1661891666804,tablet,add_to_cart,video games,17948548,3067808,3067807
66.249.1.131,1661891666804,tablet,order,video games,17948548,3067809,3067808
66.249.1.131,1661891666804,tablet,remove_from_cart,video games,17948548,3067810,3067809
66.249.1.131,1661891666804,tablet,,,17948548,3067811,3067810
66.249.1.99,1661891666846,tablet,home_page,N/A,17949622,3067812,3067359
66.249.1.99,1661891666846,tablet,product_catalog,N/A,17949622,3067813,3067812
66.249.1.99,1661891666846,tablet,home_page,N/A,17949622,3067814,3067813
66.249.1.99,1661891666846,tablet,product_catalog,N/A,17949622,3067815,3067814
66.249.1.99,1661891666846,tablet,home_page,N/A,17949622,3067816,3067815
66.249.1.99,1661891666846,tablet,product_catalog,N/A,17949622,3067817,3067816
66.249.1.99,1661891666847,tablet,product_detail,laptops,17949622,3067818,3067817
66.249.1.99,1661891666847,tablet,add_to_cart,laptops,17949622,3067819,3067818
66.249.1.99,1661891666847,tablet,product_catalog,N/A,17949622,3067820,3067819
66.249.1.99,1661891666847,tablet,home_page,N/A,17949622,3067821,3067820
66.249.1.99,1661891666847,tablet,product_catalog,N/A,17949622,3067822,3067821
66.249.1.99,1661891666847,tablet,product_detail,laptops,17949622,3067823,3067822
66.249.1.99,1661891666847,tablet,product_catalog,N/A,17949622,3067824,3067823
66.249.1.99,1661891666847,tablet,home_page,N/A,17949622,3067825,3067824
66.249.1.99,1661891666847,tablet,product_catalog,N/A,17949622,3067826,3067825
66.249.1.99,1661891666847,tablet,product_detail,cameras,17949622,3067827,3067826
66.249.1.99,1661891666847,tablet,add_to_cart,cameras,17949622,3067828,3067827
66.249.1.99,1661891666847,tablet,product_catalog,N/A,17949622,3067829,3067828
66.249.1.99,1661891666847,tablet,home_page,N/A,17949622,3067830,3067829
66.249.1.99,1661891666847,tablet,product_catalog,N/A,17949622,3067831,3067830
66.249.1.99,1661891666847,tablet,product_detail,ear phones,17949622,3067832,3067831
66.249.1.99,1661891666847,tablet,add_to_cart,ear phones,17949622,3067833,3067832
66.249.1.99,1661891666847,tablet,order,ear phones,17949622,3067834,3067833
66.249.1.99,1661891666847,tablet,order_checkout,ear phones,17949622,3067835,3067834
66.249.1.99,1661891666847,tablet,,,17949622,3067836,3067835
66.249.1.249,1661891666868,tablet,home_page,N/A,17950244,3067837,3067420
66.249.1.249,1661891666868,tablet,product_catalog,N/A,17950244,3067838,3067837
66.249.1.249,1661891666868,tablet,product_detail,AirPods,17950244,3067839,3067838
66.249.1.249,1661891666868,tablet,add_to_cart,AirPods,17950244,3067840,3067839
66.249.1.249,1661891666868,tablet,product_catalog,N/A,17950244,3067841,3067840
66.249.1.249,1661891666868,tablet,product_detail,cd players,17950244,3067842,3067841
66.249.1.249,1661891666868,tablet,add_to_cart,cd players,17950244,3067843,3067842
66.249.1.249,1661891666868,tablet,remove_from_cart,cd players,17950244,3067844,3067843
66.249.1.249,1661891666868,tablet,,,17950244,3067845,3067844
66.249.1.45,1661891666930,tablet,home_page,N/A,17951175,3067846,3067436
66.249.1.45,1661891666930,tablet,product_catalog,N/A,17951175,3067847,3067846
66.249.1.45,1661891666930,tablet,home_page,N/A,17951175,3067848,3067847
66.249.1.45,1661891666930,tablet,product_catalog,N/A,17951175,3067849,3067848
66.249.1.45,1661891666930,tablet,home_page,N/A,17951175,3067850,3067849
66.249.1.45,1661891666930,tablet,product_catalog,N/A,17951175,3067851,3067850
66.249.1.45,1661891666930,tablet,product_detail,cell phones,17951175,3067852,3067851
66.249.1.45,1661891666930,tablet,add_to_cart,cell phones,17951175,3067853,3067852
66.249.1.45,1661891666930,tablet,remove_from_cart,cell phones,17951175,3067854,3067853
66.249.1.45,1661891666931,tablet,,,17951175,3067855,3067854
66.249.1.211,1661891666978,tablet,home_page,N/A,17952536,3067856,3067800
66.249.1.211,1661891666978,tablet,product_catalog,N/A,17952536,3067857,3067856
66.249.1.211,1661891666978,tablet,product_detail,ear phones,17952536,3067858,3067857
66.249.1.211,1661891666978,tablet,product_catalog,N/A,17952536,3067859,3067858
66.249.1.211,1661891666978,tablet,product_detail,cd players,17952536,3067860,3067859
66.249.1.211,1661891666978,tablet,product_catalog,N/A,17952536,3067861,3067860
66.249.1.211,1661891666978,tablet,home_page,N/A,17952536,3067862,3067861
66.249.1.211,1661891666978,tablet,product_catalog,N/A,17952536,3067863,3067862
66.249.1.211,1661891666978,tablet,product_detail,laptops,17952536,3067864,3067863
66.249.1.211,1661891666979,tablet,add_to_cart,laptops,17952536,3067865,3067864
66.249.1.211,1661891666979,tablet,order,laptops,17952536,3067866,3067865
66.249.1.211,1661891666979,tablet,remove_from_cart,laptops,17952536,3067867,3067866
66.249.1.211,1661891666979,tablet,product_detail,AirPods,17952536,3067868,3067867
66.249.1.211,1661891666979,tablet,add_to_cart,AirPods,17952536,3067869,3067868
66.249.1.211,1661891666979,tablet,order,AirPods,17952536,3067870,3067869
66.249.1.211,1661891666979,tablet,order_checkout,AirPods,17952536,3067871,3067870
66.249.1.211,1661891666979,tablet,,,17952536,3067872,3067871
66.249.1.173,1661891667007,tablet,home_page,N/A,17953465,3067873,3067726
66.249.1.173,1661891667007,tablet,product_catalog,N/A,17953465,3067874,3067873
66.249.1.173,1661891667007,tablet,product_detail,cd players,17953465,3067875,3067874
66.249.1.173,1661891667008,tablet,add_to_cart,cd players,17953465,3067876,3067875
66.249.1.173,1661891667008,tablet,order,cd players,17953465,3067877,3067876
66.249.1.173,1661891667008,tablet,remove_from_cart,cd players,17953465,3067878,3067877
66.249.1.173,1661891667008,tablet,,,17953465,3067879,3067878
66.249.1.11,1661891667014,computer,home_page,N/A,17954024,3067880,3067753
66.249.1.11,1661891667014,computer,product_catalog,N/A,17954024,3067881,3067880
66.249.1.11,1661891667014,computer,home_page,N/A,17954024,3067882,3067881
66.249.1.11,1661891667014,computer,product_catalog,N/A,17954024,3067883,3067882
66.249.1.11,1661891667014,computer,home_page,N/A,17954024,3067884,3067883
66.249.1.11,1661891667014,computer,product_catalog,N/A,17954024,3067885,3067884
66.249.1.11,1661891667014,computer,product_detail,cd players,17954024,3067886,3067885
66.249.1.11,1661891667014,computer,product_catalog,N/A,17954024,3067887,3067886
66.249.1.11,1661891667015,computer,home_page,N/A,17954024,3067888,3067887
66.249.1.11,1661891667015,computer,product_catalog,N/A,17954024,3067889,3067888
66.249.1.11,1661891667015,computer,home_page,N/A,17954024,3067890,3067889
66.249.1.11,1661891667015,computer,product_catalog,N/A,17954024,3067891,3067890
66.249.1.11,1661891667015,computer,home_page,N/A,17954024,3067892,3067891
66.249.1.11,1661891667015,computer,product_catalog,N/A,17954024,3067893,3067892
66.249.1.11,1661891667015,computer,product_detail,laptops,17954024,3067894,3067893
66.249.1.11,1661891667015,computer,product_catalog,N/A,17954024,3067895,3067894
66.249.1.11,1661891667015,computer,home_page,N/A,17954024,3067896,3067895
66.249.1.11,1661891667015,computer,product_catalog,N/A,17954024,3067897,3067896
66.249.1.11,1661891667015,computer,product_detail,laptops,17954024,3067898,3067897
66.249.1.11,1661891667015,computer,add_to_cart,laptops,17954024,3067899,3067898
66.249.1.11,1661891667015,computer,remove_from_cart,laptops,17954024,3067900,3067899
66.249.1.11,1661891667015,computer,,,17954024,3067901,3067900
66.249.1.246,1661891667106,computer,home_page,N/A,17955598,3067902,3067781
66.249.1.246,1661891667106,computer,product_catalog,N/A,17955598,3067903,3067902
66.249.1.246,1661891667106,computer,product_detail,cameras,17955598,3067904,3067903
66.249.1.246,1661891667106,computer,add_to_cart,cameras,17955598,3067905,3067904
66.249.1.246,1661891667106,computer,order,cameras,17955598,3067906,3067905
66.249.1.246,1661891667106,computer,order_checkout,cameras,17955598,3067907,3067906
66.249.1.246,1661891667106,computer,,,17955598,3067908,3067907
66.249.1.22,1661891667118,computer,home_page,N/A,17956955,3067909,3067811
66.249.1.22,1661891667118,computer,product_catalog,N/A,17956955,3067910,3067909
66.249.1.22,1661891667118,computer,product_detail,cell phones,17956955,3067911,3067910
66.249.1.22,1661891667118,computer,add_to_cart,cell phones,17956955,3067912,3067911
66.249.1.22,1661891667118,computer,remove_from_cart,cell phones,17956955,3067913,3067912
66.249.1.22,1661891667118,computer,product_detail,cell phones,17956955,3067914,3067913
66.249.1.22,1661891667118,computer,add_to_cart,cell phones,17956955,3067915,3067914
66.249.1.22,1661891667118,computer,order,cell phones,17956955,3067916,3067915
66.249.1.22,1661891667118,computer,order_checkout,cell phones,17956955,3067917,3067916
66.249.1.22,1661891667118,computer,,,17956955,3067918,3067917
66.249.1.189,1661891667184,mobile,home_page,N/A,17957383,3067919,3067901
66.249.1.189,1661891667184,mobile,product_catalog,N/A,17957383,3067920,3067919
66.249.1.189,1661891667184,mobile,home_page,N/A,17957383,3067921,3067920
66.249.1.189,1661891667184,mobile,product_catalog,N/A,17957383,3067922,3067921
66.249.1.189,1661891667184,mobile,home_page,N/A,17957383,3067923,3067922
66.249.1.189,1661891667184,mobile,product_catalog,N/A,17957383,3067924,3067923
66.249.1.189,1661891667184,mobile,product_detail,laptops,17957383,3067925,3067924
66.249.1.189,1661891667184,mobile,product_catalog,N/A,17957383,3067926,3067925
66.249.1.189,1661891667184,mobile,home_page,N/A,17957383,3067927,3067926
66.249.1.189,1661891667184,mobile,product_catalog,N/A,17957383,3067928,3067927
66.249.1.189,1661891667184,mobile,home_page,N/A,17957383,3067929,3067928
66.249.1.189,1661891667184,mobile,product_catalog,N/A,17957383,3067930,3067929
66.249.1.189,1661891667184,mobile,product_detail,laptops,17957383,3067931,3067930
66.249.1.189,1661891667184,mobile,product_catalog,N/A,17957383,3067932,3067931
66.249.1.189,1661891667184,mobile,product_detail,cd players,17957383,3067933,3067932
66.249.1.189,1661891667184,mobile,add_to_cart,cd players,17957383,3067934,3067933
66.249.1.189,1661891667184,mobile,remove_from_cart,cd players,17957383,3067935,3067934
66.249.1.189,1661891667184,mobile,,,17957383,3067936,3067935
66.249.1.75,1661891667199,computer,home_page,N/A,17958659,3067937,3067855
66.249.1.75,1661891667199,computer,product_catalog,N/A,17958659,3067938,3067937
66.249.1.75,1661891667199,computer,product_detail,cd players,17958659,3067939,3067938
66.249.1.75,1661891667199,computer,add_to_cart,cd players,17958659,3067940,3067939
66.249.1.75,1661891667199,computer,product_catalog,N/A,17958659,3067941,3067940
66.249.1.75,1661891667199,computer,home_page,N/A,17958659,3067942,3067941
66.249.1.75,1661891667199,computer,product_catalog,N/A,17958659,3067943,3067942
66.249.1.75,1661891667199,computer,product_detail,cd players,17958659,3067944,3067943
66.249.1.75,1661891667199,computer,product_catalog,N/A,17958659,3067945,3067944
66.249.1.75,1661891667199,computer,product_detail,cameras,17958659,3067946,3067945
66.249.1.75,1661891667199,computer,product_catalog,N/A,17958659,3067947,3067946
66.249.1.75,1661891667199,computer,home_page,N/A,17958659,3067948,3067947
66.249.1.75,1661891667199,computer,product_catalog,N/A,17958659,3067949,3067948
66.249.1.75,1661891667199,computer,home_page,N/A,17958659,3067950,3067949
66.249.1.75,1661891667199,computer,product_catalog,N/A,17958659,3067951,3067950
66.249.1.75,1661891667199,computer,product_detail,soundbars,17958659,3067952,3067951
66.249.1.75,1661891667199,computer,add_to_cart,soundbars,17958659,3067953,3067952
66.249.1.75,1661891667199,computer,product_catalog,N/A,17958659,3067954,3067953
66.249.1.75,1661891667199,computer,product_detail,cell phones,17958659,3067955,3067954
66.249.1.75,1661891667199,computer,add_to_cart,cell phones,17958659,3067956,3067955
66.249.1.75,1661891667199,computer,product_catalog,N/A,17958659,3067957,3067956
66.249.1.75,1661891667199,computer,home_page,N/A,17958659,3067958,3067957
66.249.1.75,1661891667199,computer,product_catalog,N/A,17958659,3067959,3067958
66.249.1.75,1661891667199,computer,product_detail,ear phones,17958659,3067960,3067959
66.249.1.75,1661891667199,computer,add_to_cart,ear phones,17958659,3067961,3067960
66.249.1.75,1661891667199,computer,order,ear phones,17958659,3067962,3067961
66.249.1.75,1661891667199,computer,remove_from_cart,ear phones,17958659,3067963,3067962
66.249.1.75,1661891667199,computer,,,17958659,3067964,3067963
66.249.1.204,1661891667236,tablet,home_page,N/A,17959980,3067965,3067836
66.249.1.204,1661891667236,tablet,product_catalog,N/A,17959980,3067966,3067965
66.249.1.204,1661891667236,tablet,home_page,N/A,17959980,3067967,3067966
66.249.1.204,1661891667236,tablet,product_catalog,N/A,17959980,3067968,3067967
66.249.1.204,1661891667236,tablet,product_detail,video games,17959980,3067969,3067968
66.249.1.204,1661891667236,tablet,product_catalog,N/A,17959980,3067970,3067969
66.249.1.204,1661891667236,tablet,product_detail,laptops,17959980,3067971,3067970
66.249.1.212,1661891667241,computer,home_page,N/A,17960634,3068085,3067845
66.249.1.204,1661891667236,tablet,product_catalog,N/A,17959980,3067972,3067971
66.249.1.204,1661891667236,tablet,product_detail,cell phones,17959980,3067973,3067972
66.249.1.204,1661891667236,tablet,product_catalog,N/A,17959980,3067974,3067973
66.249.1.204,1661891667236,tablet,home_page,N/A,17959980,3067975,3067974
66.249.1.204,1661891667236,tablet,product_catalog,N/A,17959980,3067976,3067975
66.249.1.204,1661891667236,tablet,product_detail,cd players,17959980,3067977,3067976
66.249.1.204,1661891667236,tablet,add_to_cart,cd players,17959980,3067978,3067977
66.249.1.204,1661891667236,tablet,product_catalog,N/A,17959980,3067979,3067978
66.249.1.204,1661891667236,tablet,home_page,N/A,17959980,3067980,3067979
66.249.1.204,1661891667236,tablet,product_catalog,N/A,17959980,3067981,3067980
66.249.1.204,1661891667236,tablet,home_page,N/A,17959980,3067982,3067981
66.249.1.204,1661891667236,tablet,product_catalog,N/A,17959980,3067983,3067982
66.249.1.204,1661891667236,tablet,product_detail,cell phones,17959980,3067984,3067983
66.249.1.204,1661891667237,tablet,product_catalog,N/A,17959980,3067985,3067984
66.249.1.204,1661891667237,tablet,home_page,N/A,17959980,3067986,3067985
66.249.1.204,1661891667237,tablet,product_catalog,N/A,17959980,3067987,3067986
66.249.1.204,1661891667237,tablet,home_page,N/A,17959980,3067988,3067987
66.249.1.204,1661891667237,tablet,product_catalog,N/A,17959980,3067989,3067988
66.249.1.204,1661891667237,tablet,product_detail,cameras,17959980,3067990,3067989
66.249.1.204,1661891667237,tablet,add_to_cart,cameras,17959980,3067991,3067990
66.249.1.204,1661891667237,tablet,remove_from_cart,cameras,17959980,3067992,3067991
66.249.1.204,1661891667237,tablet,product_detail,cd players,17959980,3067993,3067992
66.249.1.204,1661891667237,tablet,add_to_cart,cd players,17959980,3067994,3067993
66.249.1.204,1661891667237,tablet,order,cd players,17959980,3067995,3067994
66.249.1.204,1661891667237,tablet,product_catalog,N/A,17959980,3067996,3067995
66.249.1.204,1661891667237,tablet,product_detail,laptops,17959980,3067997,3067996
66.249.1.204,1661891667237,tablet,add_to_cart,laptops,17959980,3067998,3067997
66.249.1.204,1661891667237,tablet,product_catalog,N/A,17959980,3067999,3067998
66.249.1.204,1661891667237,tablet,product_detail,AirPods,17959980,3068000,3067999
66.249.1.204,1661891667237,tablet,add_to_cart,AirPods,17959980,3068001,3068000
66.249.1.204,1661891667237,tablet,order,AirPods,17959980,3068002,3068001
66.249.1.204,1661891667237,tablet,product_catalog,N/A,17959980,3068003,3068002
66.249.1.204,1661891667237,tablet,home_page,N/A,17959980,3068004,3068003
66.249.1.204,1661891667237,tablet,product_catalog,N/A,17959980,3068005,3068004
66.249.1.204,1661891667237,tablet,product_detail,laptops,17959980,3068006,3068005
66.249.1.204,1661891667237,tablet,product_catalog,N/A,17959980,3068007,3068006
66.249.1.204,1661891667237,tablet,product_detail,AirPods,17959980,3068008,3068007
66.249.1.204,1661891667237,tablet,add_to_cart,AirPods,17959980,3068009,3068008
66.249.1.204,1661891667237,tablet,product_catalog,N/A,17959980,3068010,3068009
66.249.1.204,1661891667237,tablet,product_detail,AirPods,17959980,3068011,3068010
66.249.1.204,1661891667237,tablet,product_catalog,N/A,17959980,3068012,3068011
66.249.1.204,1661891667237,tablet,home_page,N/A,17959980,3068013,3068012
66.249.1.204,1661891667237,tablet,product_catalog,N/A,17959980,3068014,3068013
66.249.1.204,1661891667237,tablet,product_detail,video games,17959980,3068015,3068014
66.249.1.204,1661891667237,tablet,product_catalog,N/A,17959980,3068016,3068015
66.249.1.204,1661891667237,tablet,product_detail,ear phones,17959980,3068017,3068016
66.249.1.204,1661891667237,tablet,add_to_cart,ear phones,17959980,3068018,3068017
66.249.1.204,1661891667237,tablet,remove_from_cart,ear phones,17959980,3068019,3068018
66.249.1.204,1661891667237,tablet,product_detail,cell phones,17959980,3068020,3068019
66.249.1.204,1661891667237,tablet,add_to_cart,cell phones,17959980,3068021,3068020
66.249.1.204,1661891667237,tablet,product_catalog,N/A,17959980,3068022,3068021
66.249.1.204,1661891667237,tablet,home_page,N/A,17959980,3068023,3068022
66.249.1.204,1661891667237,tablet,product_catalog,N/A,17959980,3068024,3068023
66.249.1.204,1661891667237,tablet,home_page,N/A,17959980,3068025,3068024
66.249.1.204,1661891667237,tablet,product_catalog,N/A,17959980,3068026,3068025
66.249.1.204,1661891667237,tablet,home_page,N/A,17959980,3068027,3068026
66.249.1.204,1661891667237,tablet,product_catalog,N/A,17959980,3068028,3068027
66.249.1.204,1661891667237,tablet,product_detail,cell phones,17959980,3068029,3068028
66.249.1.204,1661891667237,tablet,product_catalog,N/A,17959980,3068030,3068029
66.249.1.204,1661891667237,tablet,product_detail,AirPods,17959980,3068031,3068030
66.249.1.204,1661891667237,tablet,product_catalog,N/A,17959980,3068032,3068031
66.249.1.204,1661891667237,tablet,product_detail,ear phones,17959980,3068033,3068032
66.249.1.204,1661891667237,tablet,add_to_cart,ear phones,17959980,3068034,3068033
66.249.1.204,1661891667237,tablet,product_catalog,N/A,17959980,3068035,3068034
66.249.1.204,1661891667237,tablet,home_page,N/A,17959980,3068036,3068035
66.249.1.204,1661891667237,tablet,product_catalog,N/A,17959980,3068037,3068036
66.249.1.204,1661891667237,tablet,home_page,N/A,17959980,3068038,3068037
66.249.1.204,1661891667237,tablet,product_catalog,N/A,17959980,3068039,3068038
